"gvkey","year","Filing","Date","Restate_Int"
165675,2007,"0001193125-07-043859","3/1/2007",0
165675,2008,"0001193125-08-042040","2/28/2008",0
165675,2009,"0001193125-09-026502","2/12/2009",0
165691,2006,"0000950123-06-008388","6/29/2006",0
165691,2007,"0000950136-07-004591","6/29/2007",0
165691,2008,"0000950136-08-003320","6/30/2008",0
165691,2009,"0000950123-09-018127","6/29/2009",0
165699,2006,"0000950134-06-006440","3/31/2006",0
165699,2007,"0000950134-07-007003","3/30/2007",0
165699,2008,"0001338613-08-000005","2/29/2008",0
165699,2009,"0001193125-09-041738","3/2/2009",0
165702,2007,"0001193125-07-072280","4/2/2007",0
165702,2008,"0001193125-08-057558","3/14/2008",0
165702,2009,"0001193125-09-053253","3/13/2009",0
165710,2009,"0001144204-09-020883","4/16/2009",0
165734,2007,"0001104659-07-016401","3/5/2007",0
165734,2008,"0001047469-08-002256","3/5/2008",0
165734,2009,"0000950103-09-000548","3/16/2009",0
165744,2007,"0001193125-07-209682","9/28/2007",0
165745,2009,"0001104659-09-019941","3/25/2009",0
165746,2006,"0000950129-06-002894","3/21/2006",0
165746,2007,"0000950129-07-001097","3/1/2007",0
165746,2008,"0001193125-08-043193","2/29/2008",0
165746,2009,"0001193125-09-045320","3/5/2009",1
165779,2006,"0001130319-06-000214","3/23/2006",0
165779,2007,"0001130319-07-000236","3/28/2007",0
165785,2008,"0001193805-08-000955","3/31/2008",0
165785,2009,"0001193805-09-000707","3/31/2009",0
165832,2008,"0000890163-08-000150","3/14/2008",1
165832,2009,"0001144204-09-014313","3/16/2009",0
165844,2006,"0001193125-06-068715","3/30/2006",0
165844,2007,"0001193125-07-046544","3/6/2007",0
165845,2006,"0001193125-06-065234","3/28/2006",0
165845,2007,"0001193125-07-053598","3/13/2007",0
165845,2008,"0001193125-08-041978","2/28/2008",0
165845,2009,"0001193125-09-040938","2/27/2009",0
165846,2006,"0000950129-06-002861","3/20/2006",0
165846,2007,"0000950134-07-003992","2/23/2007",0
165846,2008,"0000950129-08-001492","3/4/2008",0
165846,2009,"0000950134-09-004364","3/4/2009",0
165857,2006,"0000950135-06-001935","3/30/2006",1
165876,2009,"0001116502-09-000455","3/25/2009",0
165880,2007,"0001104659-07-024467","4/2/2007",0
165880,2008,"0001104659-08-021323","3/31/2008",0
165880,2009,"0001104659-09-019576","3/24/2009",0
165909,2007,"0001193125-07-071283","4/2/2007",0
165909,2008,"0001193125-08-071294","3/31/2008",0
165909,2009,"0001186362-09-000004","3/27/2009",0
165914,2006,"0001047469-06-003640","3/17/2006",0
165914,2007,"0001193125-07-038325","2/23/2007",0
165914,2008,"0001193125-08-038764","2/26/2008",0
165914,2009,"0001193125-09-033199","2/19/2009",0
165934,2008,"0001193125-08-057555","3/14/2008",0
165943,2006,"0000950134-06-017742","9/14/2006",0
165943,2007,"0000950134-07-020152","9/19/2007",0
165943,2008,"0000950134-08-016440","9/11/2008",0
165943,2009,"0000950123-09-044208","9/18/2009",0
165993,2005,"0001193125-05-048033","3/11/2005",0
165993,2006,"0000950134-06-005253","3/16/2006",0
165993,2007,"0000892569-07-000185","3/1/2007",0
165993,2008,"0000892569-08-000207","2/29/2008",0
165993,2009,"0000950144-09-001697","2/27/2009",0
166051,2006,"0001193125-06-055021","3/15/2006",0
166051,2007,"0001193125-07-042553","2/28/2007",1
166061,2006,"0001193125-06-083670","4/20/2006",0
166061,2007,"0001140361-07-005926","3/16/2007",0
166061,2008,"0001140361-08-005453","2/29/2008",0
166061,2009,"0001140361-09-005410","3/2/2009",0
166142,2008,"0000950136-08-001674","3/31/2008",1
166200,2007,"0000950135-07-002021","4/2/2007",0
166200,2008,"0000950135-08-002206","4/1/2008",0
166208,2006,"0001193125-06-081408","4/17/2006",0
166208,2007,"0001193125-07-064308","3/26/2007",0
166213,2006,"0001104659-06-083372","12/22/2006",0
166213,2007,"0001047469-07-009840","12/7/2007",0
166213,2008,"0001047469-08-012900","12/8/2008",0
166213,2009,"0001047469-09-010688","12/11/2009",0
166303,2007,"0001144204-07-013233","3/16/2007",0
166303,2008,"0001047469-08-003298","3/24/2008",0
166303,2009,"0001178913-09-000461","2/23/2009",0
166363,2007,"0001193125-07-055360","3/15/2007",0
166363,2008,"0001193125-08-049725","3/7/2008",0
166363,2009,"0001193125-09-046936","3/6/2009",0
166368,2007,"0000950133-07-001075","3/13/2007",0
166368,2008,"0000950133-08-001080","3/14/2008",0
166368,2009,"0000950133-09-000725","3/13/2009",1
166381,2008,"0001047469-08-013337","12/22/2008",0
166381,2009,"0000950123-09-072753","12/22/2009",0
166402,2006,"0000950134-06-018382","9/28/2006",0
166402,2007,"0000950137-07-014492","9/24/2007",0
166402,2008,"0000950137-08-011534","9/9/2008",0
166402,2009,"0000950123-09-042412","9/10/2009",0
166414,2008,"0000891618-08-000166","3/17/2008",0
166435,2009,"0000950133-09-000733","3/13/2009",0
166436,2007,"0000950134-07-006866","3/29/2007",0
166436,2008,"0000950129-08-001697","3/14/2008",0
166436,2009,"0001206774-09-000417","3/6/2009",0
166449,2007,"0001104659-07-019976","3/16/2007",0
166458,2007,"0001193125-07-054625","3/14/2007",0
166458,2008,"0001193125-08-045130","3/3/2008",0
166458,2009,"0001193125-09-042023","3/2/2009",0
166460,2008,"0001047469-08-002820","3/14/2008",0
166460,2009,"0001047469-09-002574","3/12/2009",0
166482,2006,"0001104659-06-083348","12/21/2006",0
166482,2007,"0001193125-07-255091","11/28/2007",0
166482,2008,"0000950144-08-009023","11/26/2008",0
166482,2009,"0001193125-09-241519","11/24/2009",0
166485,2009,"0001004724-09-000006","3/31/2009",0
166491,2009,"0001185185-09-000666","7/14/2009",0
166555,2007,"0001193125-07-072229","4/2/2007",0
166555,2008,"0001193125-08-058843","3/17/2008",0
166555,2009,"0001193125-09-044992","3/4/2009",0
166562,2007,"0001193125-07-082917","4/17/2007",0
166562,2008,"0001193125-08-059036","3/17/2008",0
166562,2009,"0001193125-09-043745","3/3/2009",0
166563,2007,"0000950123-07-004162","3/20/2007",0
166563,2008,"0000950123-08-002425","3/3/2008",0
166563,2009,"0000950123-09-004299","3/9/2009",0
166564,2007,"0001193125-07-059528","3/20/2007",0
166564,2008,"0001193125-08-057456","3/14/2008",0
166564,2009,"0001193125-09-052622","3/13/2009",0
166569,2007,"0000950136-07-001980","3/28/2007",0
166569,2008,"0000950136-08-001288","3/12/2008",0
166569,2009,"0000950123-09-004569","3/12/2009",0
166583,2007,"0001193125-07-070633","3/30/2007",0
166583,2008,"0001193125-08-060148","3/19/2008",0
166583,2009,"0001193125-09-054032","3/16/2009",0
166585,2007,"0001193125-07-072120","4/2/2007",0
166591,2008,"0001144204-08-016710","3/21/2008",0
166591,2009,"0001144204-09-016970","3/30/2009",0
166593,2007,"0000893220-07-000772","3/16/2007",0
166593,2008,"0000893220-08-000587","2/29/2008",0
166593,2009,"0000893220-09-000554","3/13/2009",0
166733,2006,"0001104659-06-020214","3/29/2006",0
166733,2007,"0001104659-07-020062","3/16/2007",0
166733,2008,"0001104659-08-016837","3/12/2008",0
166733,2009,"0001104659-09-011852","2/25/2009",0
166740,2007,"0001329606-07-000005","4/5/2007",0
166740,2008,"0001365701-08-000009","3/28/2008",0
166740,2009,"0001084966-09-000011","4/15/2009",0
166756,2009,"0001272550-09-000002","3/30/2009",0
166789,2008,"0001362310-08-005286","9/22/2008",0
166789,2009,"0000950123-09-046448","9/28/2009",0
174049,2007,"0000950123-07-004192","3/21/2007",0
174049,2008,"0001193125-08-051492","3/10/2008",1
174049,2009,"0001354327-09-000022","3/19/2009",0
174066,2007,"0001104659-07-023404","3/29/2007",0
174077,2007,"0000950123-07-007955","5/25/2007",0
174077,2008,"0000950123-08-005795","5/16/2008",0
174077,2009,"0000893220-09-001231","5/19/2009",0
174118,2007,"0000950149-07-000111","3/23/2007",0
174118,2008,"0000950134-08-004844","3/17/2008",0
174118,2009,"0001193125-09-049295","3/10/2009",0
174119,2007,"0001104659-07-018815","3/14/2007",0
174119,2008,"0001140361-08-006836","3/17/2008",0
174119,2009,"0001140361-09-007055","3/16/2009",0
174130,2007,"0001193125-07-050733","3/9/2007",0
174136,2007,"0001193125-07-068749","3/29/2007",0
174136,2008,"0001193125-08-047966","3/5/2008",0
174136,2009,"0001193125-09-065690","3/27/2009",0
174160,2005,"0000950137-05-003048","3/15/2005",0
174160,2006,"0000936392-06-000219","3/16/2006",0
174160,2007,"0000950133-07-001150","3/16/2007",0
174160,2008,"0000950133-08-001064","3/14/2008",0
174160,2009,"0001144204-09-014277","3/16/2009",0
174169,2007,"0001193125-07-072392","4/2/2007",0
174169,2008,"0001193125-08-059041","3/17/2008",0
174169,2009,"0001193125-09-052024","3/12/2009",0
174236,2007,"0000893220-07-001117","3/30/2007",0
174282,2008,"0001188112-08-003460","12/29/2008",0
174282,2009,"0001188112-09-002642","12/23/2009",0
174310,2007,"0001193125-07-041685","2/28/2007",0
174310,2008,"0000950134-08-003362","2/26/2008",0
174310,2009,"0001140361-09-004960","2/25/2009",0
174316,2007,"0001104659-07-022376","3/26/2007",0
174316,2008,"0001047469-08-002795","3/14/2008",0
174317,2007,"0001193125-07-025072","2/9/2007",0
174317,2008,"0001193125-08-032687","2/15/2008",0
174317,2009,"0001193125-09-035158","2/23/2009",0
174390,2007,"0001193125-07-070740","3/30/2007",0
174390,2008,"0001193125-08-071258","3/31/2008",0
174390,2009,"0001193125-09-069450","3/31/2009",0
174393,2009,"0001144204-09-014047","3/16/2009",0
174428,2008,"0001193125-08-063650","3/24/2008",0
174428,2009,"0001193125-09-043311","3/3/2009",0
174471,2007,"0001104659-07-023500","3/29/2007",0
174471,2008,"0001193125-08-058998","3/17/2008",0
174490,2008,"0001193125-08-043524","2/29/2008",0
174490,2009,"0001193125-09-032904","2/19/2009",0
174507,2007,"0001193125-07-273372","12/31/2007",0
174507,2008,"0001193125-08-252040","12/11/2008",0
174507,2009,"0001193125-09-242500","11/25/2009",0
174541,2007,"0001193125-07-070542","3/30/2007",0
174541,2008,"0001047469-08-002900","3/17/2008",0
174541,2009,"0001193125-09-045049","3/5/2009",0
174567,2007,"0001193125-07-061161","3/22/2007",0
174567,2008,"0001193125-08-056536","3/14/2008",0
174567,2009,"0001193125-09-052357","3/12/2009",1
174637,2007,"0001193125-07-070784","3/30/2007",0
174637,2008,"0001193125-08-058961","3/17/2008",0
174637,2009,"0001193125-09-053605","3/13/2009",0
174648,2007,"0001104659-07-022256","3/26/2007",0
174648,2008,"0001047469-08-002933","3/17/2008",0
174648,2009,"0001047469-09-002710","3/16/2009",0
174656,2007,"0001104659-07-024895","4/2/2007",0
174656,2008,"0001144204-08-015872","3/17/2008",0
174656,2009,"0001144204-09-011649","3/2/2009",1
174663,2007,"0001104659-07-044713","6/1/2007",0
174692,2007,"0000950144-07-002960","4/2/2007",0
174703,2009,"0001362310-09-004535","3/30/2009",0
174739,2009,"0001144204-09-052329","10/9/2009",0
174875,2008,"0000950123-08-004839","4/29/2008",0
174875,2009,"0001381455-09-000005","5/1/2009",0
174876,2006,"0001104659-06-080709","12/11/2006",0
174876,2007,"0001047469-07-009842","12/7/2007",0
174876,2008,"0001193125-08-247857","12/4/2008",0
174876,2009,"0001193125-09-247511","12/4/2009",0
174995,2007,"0000908834-07-000164","3/30/2007",0
174995,2008,"0000908834-08-000139","3/31/2008",0
174995,2009,"0000908834-09-000162","4/15/2009",0
175004,2007,"0000950123-07-004610","3/28/2007",0
175004,2008,"0000950123-08-003043","3/17/2008",0
175004,2009,"0000950123-09-004739","3/16/2009",0
175007,2007,"0001104659-07-024922","4/2/2007",0
175007,2008,"0001047469-08-002507","3/11/2008",0
175007,2009,"0001047469-09-002190","3/3/2009",0
175055,2007,"0001193125-07-069932","3/30/2007",0
175055,2008,"0001193125-08-064682","3/25/2008",0
175055,2009,"0001193125-09-055492","3/16/2009",0
175087,2008,"0001193125-08-034591","2/20/2008",0
175087,2009,"0001193125-09-036334","2/24/2009",0
175111,2007,"0001104659-07-019671","3/16/2007",0
175111,2008,"0001047469-08-002683","3/13/2008",0
175111,2009,"0001047469-09-002660","3/13/2009",0
175153,2007,"0000891020-07-000078","3/26/2007",0
175157,2007,"0000950129-07-001825","4/2/2007",0
175157,2008,"0001193125-08-071421","4/1/2008",0
175157,2009,"0001140361-09-006954","3/13/2009",0
175269,2009,"0001213900-09-000466","3/9/2009",0
175271,2007,"0001193125-07-052327","3/12/2007",0
175271,2008,"0001193125-08-045648","3/4/2008",0
175271,2009,"0001193125-09-041241","2/27/2009",0
175308,2008,"0000950133-08-001234","3/27/2008",0
175308,2009,"0000950133-09-000755","3/16/2009",0
175319,2006,"0000950144-06-009152","9/28/2006",0
175319,2008,"0000950144-08-001153","2/19/2008",0
175319,2009,"0000950144-09-001148","2/11/2009",0
175372,2009,"0001213900-09-000624","3/25/2009",0
175376,2007,"0000950149-07-000108","3/20/2007",0
175376,2008,"0001125920-08-000011","3/10/2008",0
175376,2009,"0001125920-09-000011","2/24/2009",1
175399,2007,"0001104659-07-024386","3/30/2007",0
175399,2008,"0001047469-08-001921","2/28/2008",0
175404,2007,"0000950153-07-000576","3/16/2007",0
175404,2008,"0000950153-08-000367","2/21/2008",0
175404,2009,"0000950134-09-003635","2/25/2009",0
175424,2007,"0000950134-07-013693","6/20/2007",0
175424,2008,"0000950134-08-011240","6/13/2008",0
175424,2009,"0000950123-09-013338","6/11/2009",0
175465,2006,"0000950133-06-001063","3/8/2006",0
175465,2007,"0001104659-07-023953","3/30/2007",0
175465,2008,"0001047469-08-002937","3/17/2008",0
175465,2009,"0001047469-09-002654","3/13/2009",0
175490,2007,"0001104659-07-023716","3/29/2007",0
175490,2008,"0001047469-08-002672","3/13/2008",0
175490,2009,"0001047469-09-002539","3/12/2009",0
175509,2009,"0001144204-09-014809","3/18/2009",0
175510,2005,"0001193125-05-039906","3/1/2005",1
175510,2006,"0001206774-06-000466","3/16/2006",0
175510,2007,"0001193125-07-044311","3/1/2007",0
175510,2008,"0001193125-08-042355","2/29/2008",0
175510,2009,"0001193125-09-040680","2/27/2009",0
175523,2007,"0001104659-07-024668","4/2/2007",0
175523,2008,"0001047469-08-002849","3/17/2008",0
175523,2009,"0001047469-09-003549","3/31/2009",0
175533,2006,"0001104659-06-016998","3/16/2006",0
175533,2007,"0001193125-07-054193","3/14/2007",0
175533,2008,"0001193125-08-057110","3/14/2008",0
175533,2009,"0001193125-09-053137","3/13/2009",0
175545,2009,"0001402973-09-000072","7/29/2009",0
175654,2007,"0001104659-07-022716","3/27/2007",0
175654,2008,"0001047469-08-003535","3/27/2008",0
175654,2009,"0001047469-09-003692","4/2/2009",0
175686,2009,"0001047469-09-003058","3/24/2009",0
175689,2006,"0001193125-06-038254","2/24/2006",0
175689,2007,"0001193125-07-070590","3/30/2007",0
175689,2008,"0001193125-08-042694","2/29/2008",0
175689,2009,"0001362310-09-002802","2/26/2009",0
175724,2009,"0001387131-09-000029","2/10/2009",0
175739,2007,"0001193125-07-048926","3/8/2007",0
175739,2008,"0000950134-08-003801","2/29/2008",0
175739,2009,"0001047469-09-002571","3/12/2009",0
175741,2007,"0001104659-07-023741","3/30/2007",0
175741,2008,"0000950129-08-001370","2/29/2008",0
175741,2009,"0000950129-09-000641","2/26/2009",0
175835,2007,"0000950133-07-001476","3/30/2007",0
175886,2007,"0001193125-07-052745","3/13/2007",0
175886,2008,"0001144204-08-015835","3/17/2008",0
175886,2009,"0001193125-09-053911","3/13/2009",0
175900,2006,"0000950134-06-023618","12/22/2006",0
175900,2007,"0001047469-07-009602","11/29/2007",0
175900,2008,"0001047469-08-012451","11/20/2008",0
175900,2009,"0001047469-09-010313","11/19/2009",0
175913,2007,"0001193125-07-070697","3/30/2007",0
175913,2008,"0001193125-08-057588","3/14/2008",0
175913,2009,"0001193125-09-069550","3/31/2009",0
175955,2007,"0000950135-07-001932","3/29/2007",0
175955,2008,"0000950135-08-001746","3/13/2008",0
175955,2009,"0000950135-09-001664","3/12/2009",0
175978,2007,"0000891618-07-000203","3/28/2007",0
175978,2008,"0000950134-08-003727","2/28/2008",0
175978,2009,"0001193125-09-054950","3/16/2009",1
175983,2007,"0001104659-07-019670","3/16/2007",0
175983,2008,"0001269871-08-000006","3/11/2008",0
175983,2009,"0001269871-09-000011","3/31/2009",0
176017,2008,"0000950152-08-001952","3/14/2008",0
176017,2009,"0001362310-09-003672","3/12/2009",0
176022,2007,"0001367644-07-000013","3/27/2007",0
176022,2008,"0001169232-08-001274","3/10/2008",1
176022,2009,"0001367644-09-000009","3/6/2009",0
176035,2007,"0001104659-07-014541","2/28/2007",0
176035,2008,"0001047469-08-002018","2/29/2008",0
176035,2009,"0001047469-09-003367","3/30/2009",0
176040,2007,"0001104659-07-023114","3/28/2007",0
176040,2008,"0001193125-08-065608","3/26/2008",0
176066,2007,"0001144204-07-015819","3/30/2007",0
176066,2008,"0001188112-08-000828","3/13/2008",0
176070,2006,"0001047469-06-004597","4/5/2006",0
176070,2007,"0001047469-07-002515","4/2/2007",0
176070,2008,"0001047469-08-002845","3/17/2008",0
176070,2009,"0001047469-09-002234","3/5/2009",0
176082,2009,"0001144204-09-004140","1/29/2009",0
176083,2008,"0001185185-08-000504","6/26/2008",0
176083,2009,"0001185185-09-000634","7/6/2009",0
176118,2009,"0000950137-09-001836","3/13/2009",0
176235,2007,"0001104659-07-019513","3/15/2007",0
176235,2008,"0001047469-08-002921","3/17/2008",0
176235,2009,"0001047469-09-003553","3/31/2009",0
176237,2007,"0001104659-07-024464","4/2/2007",0
176237,2008,"0001047469-08-002618","3/13/2008",0
176238,2007,"0000950129-07-001095","3/1/2007",0
176238,2008,"0001364100-08-000011","2/29/2008",0
176238,2009,"0001364100-09-000012","2/23/2009",0
176247,2007,"0000950135-07-001994","3/30/2007",0
176247,2008,"0000950135-08-001801","3/17/2008",0
176247,2009,"0000950135-09-001598","3/6/2009",0
176248,2007,"0001144204-07-014837","3/27/2007",0
176251,2007,"0001104659-07-024205","3/30/2007",0
176251,2008,"0001047469-08-003541","3/27/2008",0
176251,2009,"0001047469-09-002741","3/16/2009",0
176275,2007,"0001104659-07-019579","3/15/2007",0
176275,2008,"0001047469-08-002214","3/4/2008",0
176275,2009,"0001375247-09-000005","3/13/2009",0
176279,2007,"0000950134-07-005674","3/15/2007",0
176282,2007,"0001193125-07-072404","4/2/2007",0
176282,2008,"0001193125-08-042362","2/29/2008",0
176282,2009,"0001193125-09-040605","2/27/2009",0
176289,2008,"0001193125-08-064047","3/25/2008",0
176289,2009,"0001372664-09-000042","3/10/2009",1
176291,2008,"0000892569-08-000206","2/29/2008",0
176291,2009,"0000892569-09-000127","2/25/2009",1
176325,2007,"0000930413-07-003034","3/29/2007",0
176325,2008,"0000930413-08-002126","3/31/2008",0
176325,2009,"0000930413-09-001748","3/31/2009",0
176343,2008,"0001047469-08-003095","3/19/2008",0
176343,2009,"0001047469-09-002732","3/16/2009",0
176360,2007,"0001193125-07-067539","3/29/2007",0
176360,2008,"0001193125-08-041852","2/28/2008",0
176361,2007,"0001193125-07-203063","9/18/2007",0
176361,2008,"0001372813-08-000006","9/9/2008",0
176362,2007,"0001140361-07-013143","6/29/2007",0
176362,2008,"0001047469-08-007752","6/26/2008",0
176362,2009,"0001047469-09-006487","6/24/2009",0
176378,2009,"0001019687-09-001053","3/27/2009",0
176404,2007,"0000950144-07-001551","2/23/2007",0
176404,2008,"0000950144-08-001292","2/22/2008",0
176404,2009,"0000950144-09-001480","2/20/2009",0
176523,2007,"0001193125-07-067165","3/28/2007",0
176523,2008,"0001193125-08-049510","3/7/2008",0
176523,2009,"0001193125-09-046656","3/6/2009",0
176556,2008,"0000950133-08-000876","2/28/2008",0
176556,2009,"0000950133-09-000753","3/16/2009",0
176558,2007,"0000950123-07-009110","6/22/2007",0
176558,2008,"0000950148-08-000249","6/16/2008",0
